contribution_id,contribution_code,type,title,date_time,abstract,footnotes,session,session_code,page_number
109,MOP77,Poster Presentation,First ESS LINAC cooldown using the master,"Monday, September 22, 2025 2:30 PM",automatic control sequence,"Funding Agency
Author: Mr ASENSI, Emilio (European Spallation Source)
Co-authors: FONTOURA, Adalberto (European Spallation Source) ;CARDONA, Horus (European
Spallation Source) ;ZHANG, Jianqin (European Spallation Source) ;SKIBA, Marek (European Spalla-
tion Source) ;BASKAR, Nishanthi (European Spallation Source) ;ELIAS, Nuno (European Spallation
Source) ;HALCZYNSKI, Pawel (Institute of Nuclear Physics, Polish Academy of Sciences) ;NILSSON,
Per (European Spallation Source) ;ARNOLD, Philipp (European Spallation Source) ;GAJ, Wawrzyniec
(Institute of Nuclear Physics, Polish Academy of Sciences)
Presenter: Mr ASENSI, Emilio (European Spallation Source)
Session Classification: Monday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 119",Monday Poster Session,MOP,120
110,THP26,Poster Presentation,European thin film roadmap,"Thursday, September 25, 2025 2:30 PM",Superconducting thin film (TF) technology for Superconducting readio-frequency(SRF) applica-,"Thin Film SRF
Funding Agency
IFAST collaboration which has received funding from the European Union ’s Horizon 2020 Research
and Innovation programme under Grant Agreement No 101004730.
Author: MALYSHEV, Oleg (Science and Technology Facilities Council)
Co-authors: Dr ANTOINE, Claire (Commissariat à l’Énergie Atomique et aux Énergies Alterna-
tives) ;KUGELER, Oliver (Helmholtz-Zentrum Berlin für Materialien und Energie) ;PIRA, Cristian (Isti-
tuto Nazionale di Fisica Nucleare, Laboratori Nazionali di Legnaro) ;PROSLIER, Thomas (Commissariat
à l’Énergie Atomique et aux Énergies Alternatives) ;VALIZADEH, Reza (Daresbury Laboratory)
Presenter: MALYSHEV, Oleg (Science and Technology Facilities Council)
Session Classification: Thursday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 120",Thursday Poster Session,THP,121
114,THB07,Contributed Oral Presentation,Progress of assembly and installation of LIPAc SRF,"Thursday, September 25, 2025 12:55 PM",cryomodule under the EU –JA collaborative,"Funding Agency
Author: EBISAWA, Takashi (National Institutes for Quantum Science and Technology)
Co-authors: CHAMBRILLON, Janic (Fusion for Energy) ;CARIN, Yann (Fusion for Energy) ;DZ-
ITKO, Herve (Fusion for Energy) ;GEX, Dominique (Fusion for Energy) ;HASEGAWA, Kazuo (National
Institutes for Quantum Science and Technology) ;Mr KASUGAI, Atsushi (National Institutes for Quan-
tum Science and Technology) ;KONDO, Keitaro (National Institutes for Quantum Science and Technol-
ogy);Mr MASUDA, Kai (National Institutes for Quantum Science and Technology) ;ADAM, Jean-Pierre
(Fusion for Energy) ;BAZIN, Nicolas (Centre Antoine Lacassagne) ;JIMENEZ, David (Centro de In-
vestigaciones Energéticas, Medioambientales y Tecnológicas) ;KAKO, Eiji (High Energy Accelerator
September 29, 2025 Page 121",Thursday Oral Session B,THB,122
115,TUP58,Poster Presentation,Status of the SRF cavity tuner for the MEXT-ATD /,"Tuesday, September 23, 2025 2:30 PM",ITN cryomodule being built at KEK,"Funding Agency
Author: OMET, Mathieu (High Energy Accelerator Research Organization)
Co-authors: KUMAR, Ashish (High Energy Accelerator Research Organization) ;UMEMORI, Ken-
sei (High Energy Accelerator Research Organization) ;Dr BAJPAI, Rishabh (High Energy Accelerator
Research Organization) ;DOHMAE, Takeshi (High Energy Accelerator Research Organization) ;YA-
MADA, Tomohiro (High Energy Accelerator Research Organization) ;MATSUMOTO, Toshihiro (High
Energy Accelerator Research Organization) ;YAMAMOTO, Yasuchika (High Energy Accelerator Re-
search Organization)
Presenter: OMET, Mathieu (High Energy Accelerator Research Organization)
Session Classification: Tuesday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 123",Tuesday Poster Session,TUP,124
116,THP20,Poster Presentation,Molecular dynamics study on the mechanical,"Thursday, September 25, 2025 2:30 PM",behavior of pure and alloyed niobium for,"Funding Agency
Author: YOON, Taeyoung (Changwon National University)
Presenter: YOON, Taeyoung (Changwon National University)
Session Classification: Thursday Poster Session
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 124",Thursday Poster Session,THP,125
117,TUP60,Poster Presentation,Real-time cavity simulator and tuner control system,"Tuesday, September 23, 2025 2:30 PM",for the ITN cryomodule at KEK,"Funding Agency
Author: Dr BAJPAI, Rishabh (High Energy Accelerator Research Organization)
Co-authors: Dr MATSUMOTO, Toshihiro (High Energy Accelerator Research Organization) ;OMET,
Mathieu (High Energy Accelerator Research Organization)
Presenter: Dr BAJPAI, Rishabh (High Energy Accelerator Research Organization)
Session Classification: Tuesday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 125",Tuesday Poster Session,TUP,126
118,THP61,Poster Presentation,Assembly of the LIPAc SRF LINAC cryomodule,"Thursday, September 25, 2025 2:30 PM","In complement to the development activities for fusion reactors (JT-60SA & ITER), Fusion for En-","Funding Agency
Author: CHAMBRILLON, Janic (Fusion for Energy)
Co-authors: ADAM, Jean-Pierre (Fusion for Energy; Commissariat à l’Énergie Atomique et aux
Énergies Alternatives) ;BAZIN, Nicolas (Commissariat à l’Énergie Atomique et aux Énergies Alterna-
tives) ;CARIN, Yann (Fusion for Energy) ;DEVANZ, Guillaume (Commissariat à l’Énergie Atomique
et aux Énergies Alternatives) ;Mr DUGLUÉ, Daniel (Fusion for Energy) ;DZITKO, Herve (Fusion for
Energy) ;EBISAWA, Takashi (National Institutes for Quantum Science and Technology) ;Mr GEX,
Dominique (Fusion for Energy) ;HASEGAWA, Kazuo (National Institutes for Quantum Science and
Technology) ;JENHANI, Hassen (CEA Paris-Saclay) ;Dr JIMENEZ, David (Centro de Investigaciones
Energéticas, Medioambientales y Tecnológicas) ;KASUGAI, Atsushi (National Institutes for Quantum
Science and Technology) ;KONDO, Keitaro (National Institutes for Quantum Science and Technol-
ogy);Mr KUMAGAI, Kohki (National Institutes for Quantum Science and Technology) ;MASUDA,
September 29, 2025 Page 126",Thursday Poster Session,THP,127
119,TUP74,Poster Presentation,The RF design of a fast reactive tuner for UK-XFEL,"Tuesday, September 23, 2025 2:30 PM",superconductor cavities,"Funding Agency
Author: JIANG, Hongping (Lancaster University)
Presenter: JIANG, Hongping (Lancaster University)
Session Classification: Tuesday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 128",Tuesday Poster Session,TUP,129
120,THP52,Poster Presentation,The development of 648 MHz elliptical proto cavity,"Thursday, September 25, 2025 2:30 PM","Since the second half of 2022, the design of the CSNS-II elliptical cavities was completed and their","Funding Agency
Author: ZHOU, Wenzhong (Institute of High Energy Physics)
Co-authors: GE, Rui (Institute of High Energy Physics) ;HE, Feisi (Institute of High Energy Physics) ;DAI,
Jin (Institute of High Energy Physics) ;DONG, Chao (Institute of High Energy Physics) ;ZHANG, Cong
(Institute of High Energy Physics) ;JIN, Song (Institute of High Energy Physics) ;LI, Bo (Institute of
High Energy Physics) ;MI, Zhenghui (Institute of High Energy Physics) ;XU, Miaofu (Institute of High
Energy Physics) ;CHEN, Xu (Institute of High Energy Physics) ;Mr LIU, Baiqi (Institute of High En-
ergy Physics) ;Dr FAN, Mengxu (Institute of High Energy Physics) ;WU, Xiaolei (Dongguan Neutron
Science Center) ;LI, Ahong (Institute of High Energy Physics) ;CHEN, Qiang (Institute of High Energy
Physics) ;QU, Peihua (Institute of High Energy Physics)
Presenter: ZHOU, Wenzhong (Institute of High Energy Physics)
Session Classification: Thursday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 129",Thursday Poster Session,THP,130
121,THP50,Poster Presentation,Considerations on using SQUID metamaterials for,"Thursday, September 25, 2025 2:30 PM",tuning SRF cavities in accelerator applications,"Funding Agency
Author: OSEROFF, Thomas (Cornell University)
Co-author: LIEPE, Matthias (Cornell University)
Presenter: OSEROFF, Thomas (Cornell University)
Session Classification: Thursday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 130",Thursday Poster Session,THP,131
122,THP51,Poster Presentation,Attempt to include beam loading effects in finite,"Thursday, September 25, 2025 2:30 PM",element method RF simulations for B-cellcryomodules,"Funding Agency
Author: OSEROFF, Thomas (Cornell University)
Co-author: LIEPE, Matthias (Cornell University)
Presenter: OSEROFF, Thomas (Cornell University)
Session Classification: Thursday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 131",Thursday Poster Session,THP,132
123,TUP67,Poster Presentation,Implementation and initial deployment of embedded,"Tuesday, September 23, 2025 2:30 PM",EPICS for MELSEC iQ-R in the SRILAC LLRF system,"Author: UCHIYAMA, Akito (RIKEN Nishina Center)
Co-authors: KOMIYAMA, Misaki (RIKEN Nishina Center) ;YAMADA, Kazunari (RIKEN Nishina
Center) ;FUKUNISHI, Nobuhisa (RIKEN Nishina Center)
Presenter: UCHIYAMA, Akito (RIKEN Nishina Center)
Session Classification: Tuesday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 132",Tuesday Poster Session,TUP,133
124,MOP14,Poster Presentation,High Q –high G study on single cell medium grain,"Monday, September 22, 2025 2:30 PM",Medium Grain Niobium (MG Nb) is a cost-effective material compared to Fine grain Nb (FG Nb),"Funding Agency
Author: KUMAR, Ashish (High Energy Accelerator Research Organization)
Co-authors: ITO, Hayato (High Energy Accelerator Research Organization) ;UMEMORI, Kensei
(High Energy Accelerator Research Organization)
Presenter: KUMAR, Ashish (High Energy Accelerator Research Organization)
Session Classification: Monday Poster Session
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 133",Monday Poster Session,MOP,134
125,THP35,Poster Presentation,Microstructural characterization of Nb3Sn thin filmsusing 3D FIB tomography,"Thursday, September 25, 2025 2:30 PM",The accelerating gradient of Nb₃Sn superconducting radiofrequency (SRF) cavities is currently lim-,"Funding Agency
Author: VIKLUND, Eric (High Energy Accelerator Research Organization)
Co-authors: Prof. SEIDMAN, David N. (Northwestern University) ;POSEN, Sam (Fermi National
Accelerator Laboratory)
Presenter: VIKLUND, Eric (High Energy Accelerator Research Organization)
Session Classification: Thursday Poster Session
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 134",Thursday Poster Session,THP,135
128,THB06,Contributed Oral Presentation,First beam commissioning of the bERLinPro,"Thursday, September 25, 2025 12:40 PM",superconducting radio-frequency (SRF),"[1] A. Neumann et al., “The BERLinPro SRF Photoinjector System - From First RF Commissioning
to First Beam ”, in Proc. 9th Int. Particle Accelerator Conf. (IPAC’18), Vancouver, BC, Canada, Apr.
4„ pp. 1660-1663, doi:10.18429/JACoW-IPAC2018-TUPML053
[2] Yegor Tamashevich et al 2024 Eng. Res. Express 6 025009
Funding Agency
The work is funded by the Helmholtz-Association, BMFTR, the state of Berlin and HZB.
Author: NEUMANN, Axel (Helmholtz-Zentrum Berlin für Materialien und Energie)
Co-authors: GALDI, Alice (University of Salerno) ;Mr HEUGEL, Andreas (Helmholtz-Zentrum
Berlin für Materialien und Energie) ;USHAKOV, Andriy (Helmholtz-Zentrum Berlin für Materialien
und Energie) ;Mr FRAHM, André (Helmholtz-Zentrum Berlin für Materialien und Energie) ;ALBERDI-E-
SUAIN, Benat (Helmholtz-Zentrum Berlin für Materialien und Energie) ;WANG, Chen (Helmholtz-Zen-
trum Berlin für Materialien und Energie) ;WANG, Chen (Helmholtz-Zentrum Berlin für Materialien und
Energie) ;Mr EICHEL, Dan (Helmholtz-Zentrum Berlin für Materialien und Energie) ;BROOKES, Emily
Jayne (Helmholtz-Zentrum Berlin für Materialien und Energie) ;ERGENLIK, Ezgi (Helmholtz-Zentrum
Berlin für Materialien und Energie) ;PFLOCKSCH, Fabian (Helmholtz-Zentrum Berlin für Materialien
und Energie) ;Mr HOFFMANN, Falk (Helmholtz-Zentrum Berlin für Materialien und Energie) ;Dr
September 29, 2025 Page 135",Thursday Oral Session B,THB,136
129,MOP16,Poster Presentation,Magnetic flux expulsion lens: concept and,"Monday, September 22, 2025 2:30 PM",The trapping of magnetic flux during the transition of a superconducting radio frequency (SRF),"Funding Agency
Author: TURNER, Daniel (European Organization for Nuclear Research)
Co-author: MACPHERSON, Alick (European Organization for Nuclear Research)
Presenter: TURNER, Daniel (European Organization for Nuclear Research)
Session Classification: Monday Poster Session
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 137",Monday Poster Session,MOP,138
130,MOP29,Poster Presentation,RF performance results of RF double quarter wave,"Monday, September 22, 2025 2:30 PM",resonators for the high luminosity LHC project,"Funding Agency
Author: Mrs TURAJ, Katarzyna (European Organization for Nuclear Research)
Co-authors: BARRIERE, Simon (European Organization for Nuclear Research) ;BREGLIOZZI,
Giuseppe (European Organization for Nuclear Research) ;CALAGA, Rama (European Organization for
Nuclear Research) ;CALVO, Sebastien Jerome (European Organization for Nuclear Research) ;CAP-
ATINA, Ofelia (European Organization for Nuclear Research) ;CHIODINI, Marco (European Organiza-
tion for Nuclear Research) ;EDWARDS, Amelia (European Organization for Nuclear Research) ;MAR-
QUES ANTUNES FERREIRA, Leonel (European Organization for Nuclear Research) ;DOMINGO GOMEZ,
Sara (European Organization for Nuclear Research) ;MONTESINOS, Eric (European Organization for
Nuclear Research) ;PECHAUD, Gabriel (European Organization for Nuclear Research) ;ROSAZ, Guil-
laume (European Organization for Nuclear Research) ;Mr STAPLEY, Niall (European Organization for
Nuclear Research) ;VALVERDE ALONSO, Nuria (European Organization for Nuclear Research)
Presenter: EDWARDS, Amelia (European Organization for Nuclear Research)
Session Classification: Monday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 138",Monday Poster Session,MOP,139
131,MOP30,Poster Presentation,RFD crab cavity HOM evolution: dressed cavities,"Monday, September 22, 2025 2:30 PM",through to cryomodule testing at 2 K,"Funding Agency
Author: EDWARDS, Amelia (European Organization for Nuclear Research)
Co-authors: CALAGA, Rama (European Organization for Nuclear Research) ;CALVO, Sebastien
Jerome (European Organization for Nuclear Research) ;CAPATINA, Ofelia (European Organization
for Nuclear Research) ;MONTESINOS, Eric (European Organization for Nuclear Research) ;TURAJ,
Katarzyna (European Organization for Nuclear Research) ;VALVERDE ALONSO, Nuria (European Or-
ganization for Nuclear Research)
Presenter: EDWARDS, Amelia (European Organization for Nuclear Research)
Session Classification: Monday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 139",Monday Poster Session,MOP,140
132,THP72,Poster Presentation,New cleanroom nitrogen purge system to be used for,"Thursday, September 25, 2025 2:30 PM",superconducting radio frequency cavity string build,"Funding Agency
Author: WILDE, Stuart (Daresbury Laboratory)
Co-authors: Mr OATES, Adrian (Daresbury Laboratory) ;MASON, David (Daresbury Laboratory) ;MILLER,
George (Daresbury Laboratory) ;HASSALL, John (Daresbury Laboratory) ;Mr STOWELL, John (Dares-
bury Laboratory) ;Dr MIDDLEMAN, Keith (Daresbury Laboratory) ;PENDLETON, Mark (Daresbury
Laboratory) ;Dr KANE, Mitchell (Daresbury Laboratory) ;Mr POYNTON, Oliver (Daresbury Labora-
tory);Mr WARBURTON, Phil (Daresbury Laboratory)
Presenter: WILDE, Stuart (Daresbury Laboratory)
Session Classification: Thursday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 140",Thursday Poster Session,THP,141
